yearly.salary;age;elevel;car;region;credit;brand
105786.6781;64;4-Year College Degree;Dodge;South Atlantic;412190.0808;
42444.03275;23;High School Degree;Mitsubishi;West South Central;296163.3541;
132056.7286;52;4-Year College Degree;Hyundai;Mountain;382715.3454;
143118.3772;34;Some College;Kia;Mid-Atlantic;292154.6832;
102867.9189;43;4-Year College Degree;Chrysler;East South Central;68740.21325;
117977.373;41;4-Year College Degree;Nissan;Mountain;299810.032;
54478.50112;73;High School Degree;Nissan;West North Central;233019.3074;
113315.5051;69;Master's, Doctoral or Professional Degree;Chrysler;East North Central;357401.4863;
119453.9848;20;4-Year College Degree;Jeep;South Atlantic;115857.8371;
123501.6403;36;Master's, Doctoral or Professional Degree;None of the above;Mid-Atlantic;170784.3954;
107557.3844;58;Master's, Doctoral or Professional Degree;Hyundai;West North Central;500000;
57928.50241;74;Master's, Doctoral or Professional Degree;Chrysler;West South Central;224933.7127;
91597.65064;28;Master's, Doctoral or Professional Degree;Subaru;West South Central;275847.5564;
136587.5546;63;4-Year College Degree;None of the above;Pacific;259119.927;
31712.26429;53;Master's, Doctoral or Professional Degree;Cadillac;South Atlantic;236530.5785;
45445.39306;34;4-Year College Degree;Jeep;East North Central;225843.4012;
26756.63749;75;4-Year College Degree;Chrysler;Mountain;450542.8488;
43549.78049;64;High School Degree;Dodge;Mid-Atlantic;500000;
76022.56765;57;High School Degree;Mitsubishi;Mountain;37428.97781;
78817.89227;25;Some College;Hyundai;West North Central;342830.394;
84169.17233;77;Less than High School Degree;Hyundai;South Atlantic;380641.0308;
98713.96207;28;4-Year College Degree;Hyundai;Mid-Atlantic;35754.96674;
106531.8429;64;4-Year College Degree;None of the above;Mid-Atlantic;25632.23329;
104871.8278;50;Less than High School Degree;Toyota;Mountain;119679.4411;
83651.86046;36;4-Year College Degree;Kia;New England;339267.8485;
42839.39054;78;High School Degree;Buick;South Atlantic;223702.3308;
135412.3423;53;Some College;Subaru;West South Central;115482.4057;
121003.119;30;High School Degree;Mazda;Mid-Atlantic;408023.1277;
88223.86549;74;Master's, Doctoral or Professional Degree;Ford;Pacific;133311.3139;
117019.3599;31;High School Degree;Cadillac;East North Central;458659.3666;
72599.25948;68;Some College;Subaru;East North Central;295875.2094;
141024.6123;25;Some College;Cadillac;Mountain;0;
135513.1395;32;4-Year College Degree;Chevrolet;Pacific;404433.9969;
139337.4694;39;Less than High School Degree;Cadillac;East North Central;447859.6707;
91924.754;60;Some College;Toyota;West South Central;200716.2533;
46293.11515;28;Master's, Doctoral or Professional Degree;Kia;New England;128046.8527;
61240.85549;61;Some College;Mercedes Benz;New England;120769.9694;
45400.79467;52;4-Year College Degree;Mercedes Benz;Pacific;161713.2192;
115420.9624;78;Some College;BMW;New England;342606.4553;
30221.50735;33;Some College;Ram;New England;87692.65548;
126147.56;41;Some College;Honda;East South Central;30068.14473;
56249.2448;23;Master's, Doctoral or Professional Degree;Mazda;East South Central;124549.3348;
116709.4816;42;High School Degree;Lincoln;West South Central;255448.446;
107897.6509;52;Some College;Mercedes Benz;Pacific;340269.4098;
20781.69249;51;Less than High School Degree;Buick;East North Central;415150.1542;
113560.4714;20;Some College;Kia;Mid-Atlantic;218432.6846;
135284.6572;71;4-Year College Degree;Dodge;Mid-Atlantic;22335.71583;
92788.4078;62;Master's, Doctoral or Professional Degree;Kia;New England;284017.622;
21502.79757;25;Master's, Doctoral or Professional Degree;Nissan;Pacific;219481.2251;
56597.21856;59;Less than High School Degree;Dodge;West South Central;365081.1156;
80350.49824;67;Some College;Chevrolet;South Atlantic;486075.6218;
134364.3135;59;Master's, Doctoral or Professional Degree;Jeep;South Atlantic;160499.8911;
96571.30656;47;High School Degree;Ram;West North Central;254380.3858;
113079.4209;59;4-Year College Degree;Hyundai;Pacific;156972.1082;
124215.9872;61;High School Degree;Toyota;Mountain;141852.9178;
111107.84;72;Less than High School Degree;Buick;New England;210136.5808;
56332.13147;23;Master's, Doctoral or Professional Degree;Buick;West North Central;107564.8456;
92077.2017;57;Master's, Doctoral or Professional Degree;Dodge;East North Central;315554.1752;
21223.42364;51;Less than High School Degree;Chevrolet;South Atlantic;277940.1769;
76064.45934;61;Some College;Hyundai;West North Central;52870.97776;
69778.21641;56;4-Year College Degree;Cadillac;Pacific;353358.122;
51060.64961;20;4-Year College Degree;Toyota;West North Central;456667.1051;
125977.4345;55;Master's, Doctoral or Professional Degree;Nissan;West North Central;33338.43202;
36023.40776;55;Some College;Mercedes Benz;Mountain;308492.9827;
129261.9137;41;Some College;Kia;East South Central;447309.588;
122307.9217;38;Some College;Mazda;South Atlantic;37043.03508;
36955.54374;57;Less than High School Degree;Toyota;New England;436123.3443;
124681.6865;35;Less than High School Degree;Lincoln;East South Central;331418.8776;
117274.3289;25;Master's, Doctoral or Professional Degree;Nissan;Mid-Atlantic;500000;
144017.9017;80;4-Year College Degree;Chevrolet;East South Central;336471.4239;
72923.81516;27;Less than High School Degree;Mercedes Benz;Pacific;230551.5863;
20747.21259;80;Master's, Doctoral or Professional Degree;Ford;Mountain;231737.0848;
111987.0273;34;Less than High School Degree;Chrysler;Pacific;317432.5707;
102469.3616;74;Less than High School Degree;None of the above;East South Central;453188.9122;
91378.11283;71;Some College;Mitsubishi;East North Central;69632.24433;
119468.0802;59;Master's, Doctoral or Professional Degree;BMW;Mid-Atlantic;324682.8456;
54305.33291;36;Less than High School Degree;Kia;New England;381698.2183;
150000;77;Master's, Doctoral or Professional Degree;Cadillac;East South Central;327728.1662;
31536.58162;74;High School Degree;Toyota;Mid-Atlantic;141112.1012;
79370.17376;61;High School Degree;None of the above;South Atlantic;396710.8587;
87790.39764;59;High School Degree;Ford;Mid-Atlantic;313885.5296;
125806.4922;23;Master's, Doctoral or Professional Degree;Ram;New England;272133.9922;
49678.02096;27;Less than High School Degree;Dodge;East South Central;386459.2693;
27860.66582;34;Master's, Doctoral or Professional Degree;Dodge;Mid-Atlantic;116826.4581;
35056.41276;31;Less than High School Degree;Kia;West North Central;153614.7585;
73307.71501;26;Master's, Doctoral or Professional Degree;Lincoln;Mountain;206697.8152;
95806.91799;74;Some College;Dodge;East South Central;246294.3421;
102591.8578;79;Some College;Subaru;West South Central;64141.52097;
122824.7961;73;High School Degree;Buick;East South Central;269823.4633;
82683.60621;38;Less than High School Degree;Kia;East South Central;48318.36587;
106085.2296;34;4-Year College Degree;Buick;West North Central;472004.4053;
116993.4491;80;High School Degree;Toyota;West South Central;101515.7077;
108176.7596;62;High School Degree;BMW;Mid-Atlantic;206262.3307;
142858.3509;54;Master's, Doctoral or Professional Degree;Jeep;New England;477822.942;
61940.76761;56;Master's, Doctoral or Professional Degree;Ford;West North Central;62242.68681;
118854.1862;75;Master's, Doctoral or Professional Degree;Ford;South Atlantic;369748.6527;
44432.75089;23;Less than High School Degree;Mitsubishi;Pacific;71178.5757;
118378.4454;68;Less than High School Degree;Buick;South Atlantic;192119.463;
138093.8488;53;Some College;Kia;South Atlantic;373903.1153;
123713.4055;47;High School Degree;None of the above;East South Central;213505.082;
71136.31511;30;Less than High School Degree;Lincoln;Mid-Atlantic;93218.94339;
110237.7312;45;Master's, Doctoral or Professional Degree;Hyundai;West North Central;126716.0626;
78289.57392;48;Some College;Mitsubishi;West South Central;81973.28232;
132848.4313;54;Less than High School Degree;Subaru;West South Central;435825.3548;
53766.79828;51;High School Degree;Nissan;Mid-Atlantic;106343.2625;
147457.3079;57;Less than High School Degree;Toyota;South Atlantic;163740.5582;
64741.7251;52;Less than High School Degree;Mazda;East North Central;352936.2527;
129458.5854;44;4-Year College Degree;Chrysler;East North Central;155706.468;
134292.8511;47;Master's, Doctoral or Professional Degree;None of the above;Pacific;352354.0784;
89436.25063;75;Master's, Doctoral or Professional Degree;Nissan;Mountain;42951.83205;
96788.05906;35;Less than High School Degree;Nissan;East North Central;97249.54333;
107137.6198;26;Less than High School Degree;Subaru;East South Central;307482.6022;
147304.6923;52;Some College;Ford;West North Central;436596.5058;
28300.89255;65;Some College;Mitsubishi;Mid-Atlantic;309904.8648;
73398.65014;51;Less than High School Degree;Lincoln;South Atlantic;47045.39412;
121832.2579;52;High School Degree;Kia;South Atlantic;361091.5955;
127639.3219;32;Less than High School Degree;Toyota;Mid-Atlantic;442572.6037;
145212.1744;70;Less than High School Degree;Ram;Mountain;82221.94007;
128155.1255;37;4-Year College Degree;Mazda;Mid-Atlantic;160587.6004;
20292.94471;28;4-Year College Degree;Buick;New England;356472.9671;
76665.48167;77;Less than High School Degree;Kia;West South Central;125713.0569;
150000;70;High School Degree;None of the above;East South Central;84706.6047;
149415.2146;32;High School Degree;Jeep;Pacific;43952.58121;
82665.19081;65;Some College;Ford;South Atlantic;141366.9737;
77263.72168;26;High School Degree;Dodge;Mid-Atlantic;103601.1034;
85437.47631;50;Some College;Mercedes Benz;West North Central;80646.86783;
94237.38086;78;Less than High School Degree;Cadillac;West South Central;196619.6147;
90019.64577;39;4-Year College Degree;Chevrolet;West North Central;392389.4947;
97345.2109;44;Master's, Doctoral or Professional Degree;None of the above;Mid-Atlantic;0;
31928.52311;44;Less than High School Degree;Lincoln;South Atlantic;390194.7714;
62917.93558;77;Master's, Doctoral or Professional Degree;Cadillac;West North Central;103107.4651;
132496.3929;47;High School Degree;Hyundai;New England;396977.4612;
85966.71618;54;High School Degree;Kia;New England;424378.0946;
115431.7131;70;Master's, Doctoral or Professional Degree;Honda;West South Central;204807.5566;
137187.7472;78;Less than High School Degree;Kia;Mid-Atlantic;181136.3403;
88764.52155;50;Master's, Doctoral or Professional Degree;Hyundai;West North Central;406513.1782;
131257.1393;46;High School Degree;Jeep;Pacific;16255.73422;
38220.79714;73;Master's, Doctoral or Professional Degree;BMW;East South Central;170782.059;
77808.56654;38;Some College;Honda;New England;454049.441;
77627.35311;43;Master's, Doctoral or Professional Degree;None of the above;East South Central;293220.4436;
115024.5777;38;Some College;Mazda;New England;303761.6282;
117205.2525;39;High School Degree;BMW;South Atlantic;379253.9039;
66938.25465;71;Less than High School Degree;Jeep;West North Central;325178.7367;
22452.79954;73;Master's, Doctoral or Professional Degree;Ford;New England;224076.7443;
65152.06404;41;Master's, Doctoral or Professional Degree;Honda;New England;261645.4988;
59513.91533;29;Some College;Mitsubishi;West North Central;415605.7151;
135035.2639;79;High School Degree;Chevrolet;West North Central;359112.3413;
127961.004;47;Less than High School Degree;Kia;Mid-Atlantic;196948.2489;
135940.9632;33;High School Degree;Ford;South Atlantic;344855.8952;
48421.50138;41;4-Year College Degree;Ram;South Atlantic;53195.8449;
117936.2889;23;Some College;Honda;East South Central;288155.6188;
142432.9379;61;Some College;Mitsubishi;East South Central;373818.5016;
91677.69519;64;Some College;Cadillac;South Atlantic;257866.6413;
113552.9154;42;Less than High School Degree;Mitsubishi;East South Central;197626.0593;
73526.888;40;High School Degree;BMW;Mountain;392428.4057;
95163.40666;63;Less than High School Degree;Jeep;Mountain;287399.6876;
137872.2604;42;Master's, Doctoral or Professional Degree;Lincoln;East South Central;235802.2133;
57284.45251;64;Less than High School Degree;Dodge;West South Central;101821.7981;
130455.8221;70;Master's, Doctoral or Professional Degree;Nissan;West South Central;486972.1238;
109104.8113;21;4-Year College Degree;Mitsubishi;West South Central;226534.7276;
33555.54161;31;Master's, Doctoral or Professional Degree;None of the above;East North Central;69517.18137;
63942.58518;49;High School Degree;BMW;East North Central;329070.2162;
95503.44431;62;Less than High School Degree;Mazda;West North Central;46498.45606;
74098.45744;51;Less than High School Degree;Chrysler;West South Central;360584.9293;
129414.9474;23;Master's, Doctoral or Professional Degree;Ram;West South Central;124024.3131;
102382.3876;29;Some College;Mitsubishi;Pacific;462817.8838;
131791.2627;57;4-Year College Degree;Subaru;West North Central;204716.8214;
54284.29212;28;Some College;Hyundai;West South Central;211155.1486;
110683.8691;34;Less than High School Degree;Toyota;South Atlantic;310001.4259;
60028.90066;56;4-Year College Degree;Mercedes Benz;West South Central;136876.8177;
59326.2421;30;4-Year College Degree;Mitsubishi;New England;277587.1391;
150000;45;4-Year College Degree;Mazda;West North Central;293866.8232;
139751.2153;35;Less than High School Degree;Chrysler;East South Central;0;
80627.29367;27;Some College;Nissan;Pacific;359984.4832;
42181.07965;32;Less than High School Degree;Honda;West North Central;384309.9097;
22480.6916;21;Less than High School Degree;Mitsubishi;East North Central;71814.35685;
32358.40501;27;High School Degree;None of the above;Mid-Atlantic;130875.2922;
95757.13628;46;4-Year College Degree;Chrysler;New England;454591.9641;
69865.94242;30;4-Year College Degree;Ram;Mountain;160417.3552;
32616.26739;74;4-Year College Degree;Ford;East North Central;339856.7396;
137773.4758;62;Less than High School Degree;Kia;West North Central;182448.4335;
105859.1792;24;4-Year College Degree;None of the above;Pacific;121411.6386;
136425.984;29;Some College;BMW;Mid-Atlantic;365473.89;
29155.9288;38;High School Degree;Mitsubishi;Mountain;410623.8935;
46027.89856;72;Some College;Jeep;West North Central;220311.5955;
116861.7229;58;Master's, Doctoral or Professional Degree;Mazda;West South Central;82236.29794;
127118.4967;62;4-Year College Degree;Kia;East South Central;55652.13218;
132270.4975;27;4-Year College Degree;Mitsubishi;East North Central;237127.3539;
101966.9606;75;Less than High School Degree;Toyota;South Atlantic;366462.573;
128861.6228;68;Master's, Doctoral or Professional Degree;Buick;Mountain;110492.7153;
122695.2096;80;Less than High School Degree;Chevrolet;East South Central;114076.3658;
28564.68634;37;Master's, Doctoral or Professional Degree;Chrysler;West South Central;125208.4264;
126779.3565;68;Master's, Doctoral or Professional Degree;Buick;Pacific;371034.78;
